"";"domain";"supergroup";"class";"order";"family";"genus";"species"
"OO00545";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00546";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00547";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00548";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00549";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00550";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00551";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00552";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00553";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00554";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00555";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00556";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00557";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"Pythium_intermedium"
"OO00558";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00559";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00560";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00561";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00562";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00563";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00564";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00565";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00566";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00567";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00568";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00569";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00570";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00571";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00572";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00573";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00574";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00575";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00576";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00577";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00578";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00579";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00580";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00581";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00582";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00583";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00584";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00585";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00586";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00587";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00588";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00589";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00590";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00591";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00592";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00593";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00594";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00595";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00596";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00597";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00598";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00599";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00600";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00601";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00602";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00603";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00604";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00605";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00606";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00607";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00608";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00609";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00610";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00611";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"Pythium_kandovanense"
"OO00612";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00613";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00614";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00615";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00616";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00617";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00618";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00619";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00620";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00621";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00622";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00623";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00624";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00625";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00626";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00627";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00628";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00629";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"Pythium_kandovanense"
"OO00630";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00631";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00632";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00633";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00634";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales"
"OO00635";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00636";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00637";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00638";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"Pythium_intermedium"
"OO00639";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00640";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00641";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00642";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00643";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00644";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00645";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"Pythium_kandovanense"
"OO00646";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00647";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00648";"Eukaryota";"Stramenopiles";"Hyphochytriomycetes";"Hyphochytriomycetes_Class_Incertae_sedis";"Hyphochytriaceae";"Hyphochytrium";"Hyphochytrium_catenoides"
"OO00649";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00650";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00651";"Eukaryota";"Stramenopiles";"Oomycetes";"Albuginales";"Albuginaceae";"unclassified_Albuginaceae";"unclassified_Albuginaceae"
"OO00652";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00653";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00654";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00655";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00656";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00657";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00658";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales"
"OO00659";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00660";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00661";"Eukaryota";"Stramenopiles";"Oomycetes";"Albuginales";"Albuginaceae";"Albugo";"Albugo_candida"
"OO00662";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00663";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00664";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00665";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00666";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00667";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00668";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00669";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00670";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00671";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00672";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"Pythium_intermedium"
"OO00673";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00674";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00675";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00676";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00677";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00678";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00679";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00680";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00681";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00682";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00683";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00684";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00685";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00686";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00687";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00688";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00689";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00690";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00691";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales"
"OO00692";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00693";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00694";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00695";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00696";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00697";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00698";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00699";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00700";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00701";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00702";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00703";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00704";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00705";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00706";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00707";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00708";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00709";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"unclassified_Saprolegniaceae";"unclassified_Saprolegniaceae"
"OO00710";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00711";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00712";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00713";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00714";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00715";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00716";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00717";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
